Client_ID,Name,Age,Gender,City,Zone,Fashion_Wallet,Tier,LTV_Potential,Purchase_Motivation,Preferred_Channel,Return_Risk_Prob,Social_Influence_Score,Price_Sensitivity,Preferred_Hardware,Preferred_Material,Preferred_Size,Brand_Affinity,Sociological_Profile,Email,Current_Budget,Purchases_Count
CL-549599,Constanza Redondo Casanova,50,F,Marbella,Puerto Banús,29086,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,70,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Hublot | Fendi,Global_Jetset,constanza.redondo@gmail.com,22978,0
CL-284094,Yaiza Benítez Gelabert,59,F,Barcelona,Sarrià,5170,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,13,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Bourgeoisie,yaiza.benítez@gmail.com,383,0
CL-340901,Vanesa Hernandez Alfaro,59,F,Palma,Son Vida,8455,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,67,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Fendi,Global_Jetset,vanesa.hernandez@gmail.com,2230,0
CL-975633,Malena Benavent Campillo,35,F,Murcia,Catedral,7574,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,21,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Louis Vuitton,Agro_Wealth,malena.benavent@gmail.com,67,0
CL-711667,Fulgencio Castelló Cantón,58,M,Palma,Son Vida,6546,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,38,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Fendi,Global_Jetset,fulgencio.castelló@gmail.com,2833,0
CL-790419,Armida Cid Pérez,74,F,Alcobendas,La Moraleja,112284,VIP Platinum (Alto Valor),Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,40,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Hermès | Chanel,Elite,armida.cid@gmail.com,2024,0
CL-323595,Felicia Pedrosa Nicolau,58,F,Marbella,Puerto Banús,23223,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,44,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Fendi,Global_Jetset,felicia.pedrosa@gmail.com,13145,0
CL-552453,Azeneth Blanco Córdoba,46,F,Marbella,Puerto Banús,8271,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,54,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Fendi | Dolce & Gabbana,Global_Jetset,azeneth.blanco@gmail.com,3419,0
CL-760408,Luz Sebastián Pablo,46,F,Ourense,Centro,34360,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),Busca Chollos,0.15,38,Alta (Cazador de Ofertas),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Old_Money_Conservative,luz.sebastián@gmail.com,13533,0
CL-916017,Bernardita Arrieta Palmer,59,F,Marbella,Puerto Banús,164542,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,68,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Versace,Global_Jetset,bernardita.arrieta@gmail.com,164542,0
CL-627499,Águeda Manso Daza,47,F,Palma,Son Vida,6230,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,64,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Dolce & Gabbana | Hublot,Global_Jetset,águeda.manso@gmail.com,6230,0
CL-850899,Ainara Palomar Maldonado,42,F,Murcia,Catedral,23642,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,45,Baja (Precio Completo),Oro,Canvas,Small/Medium,Louis Vuitton,Agro_Wealth,ainara.palomar@gmail.com,353,0
CL-369253,Cirino Pellicer Bermúdez,46,M,Palma,Son Vida,23571,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,52,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Versace,Global_Jetset,cirino.pellicer@gmail.com,23571,0
CL-912788,Juan Manuel Mariño Roma,49,M,Palma,Son Vida,4004,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,49,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,juan manuel.mariño@gmail.com,296,0
CL-100750,Juliana Camino Iborra,26,F,Oleiros,Icaria (Inditex),6558,Gold (Recurrente),Medio,Tendencia y Estatus,E-Commerce,0.25,19,Media (Busca Valor),So Black,Epsom,Large/Tote,Prada | Balenciaga,Fashion_Exec,juliana.camino@gmail.com,472,0
CL-752869,Pío Mulet Bosch,62,M,Altea,Altea Hills,8079,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,38,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Expat_Wealth,pío.mulet@gmail.com,1022,0
CL-136728,Leandro Cabrero Bustos,45,M,Palma,Son Vida,29104,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,34,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Dolce & Gabbana | Versace,Global_Jetset,leandro.cabrero@gmail.com,29104,0
CL-221439,Cruz Borrell Esparza,60,M,Palma,Son Vida,4848,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,34,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Fendi | Dolce & Gabbana,Global_Jetset,cruz.borrell@gmail.com,399,0
CL-709211,Gisela Barrio Anglada,56,F,Palma,Son Vida,4249,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,33,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Fendi | Hublot,Global_Jetset,gisela.barrio@gmail.com,964,0
CL-286721,Olivia Carrera Soriano,48,F,Palma,Son Vida,4203,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,62,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Dolce & Gabbana,Global_Jetset,olivia.carrera@gmail.com,4203,0
CL-618393,Adriana Adán Sabater,45,F,Getafe,El Bercial,7288,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),E-Commerce,0.15,17,Alta (Cazador de Ofertas),Paladio (PHW),Grained Calf,Small/Medium,Coach | Longchamp,Middle_Class,adriana.adán@gmail.com,7288,0
CL-841334,Ana Nevado Oller,53,F,Valencia,Pla del Remei,8600,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),Busca Chollos,0.15,10,Alta (Cazador de Ofertas),Oro,Grained Calf,Small/Medium,Louis Vuitton,Urban_Sophisticated,ana.nevado@gmail.com,293,0
CL-348469,Bernarda Gisbert Cuenca,61,F,Madrid,Salamanca,30956,Gold (Recurrente),Medio,Inversión / Coleccionismo,Personal Shopper,0.05,30,Baja (Precio Completo),Oro Rosa,Box Leather,Mini/Small,Loewe | Hermès,Aristocracy,bernarda.gisbert@gmail.com,2377,0
CL-132145,Cándida Orozco Ribera,45,F,Marbella,Puerto Banús,106260,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,36,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Fendi,Global_Jetset,cándida.orozco@gmail.com,100898,0
CL-100504,Victoria Olivares Acedo,38,F,Palma,Son Vida,30858,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,91,Baja (Precio Completo),Oro,Metálico,Mini,Versace | Fendi,Global_Jetset,victoria.olivares@gmail.com,25534,0
CL-181184,Adelia Esteban Jáuregui,55,F,Marbella,Puerto Banús,34329,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,53,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Hublot | Versace,Global_Jetset,adelia.esteban@gmail.com,34329,0
CL-959188,Benigno Reguera Cano,54,M,Palma,Son Vida,18799,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,60,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,benigno.reguera@gmail.com,12734,0
CL-234707,Pastora Feliu Carrasco,54,F,Palma,Son Vida,3562,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,43,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,pastora.feliu@gmail.com,594,0
CL-713010,Ariel Galvez Pavón,54,F,Getxo,Neguri,6577,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,49,Baja (Precio Completo),Permabrass,Togo,Medium (30/32),Prada | Hermès,Industrial_Wealth,ariel.galvez@gmail.com,259,0
CL-853000,Raquel Pizarro Cabo,35,F,Palma,Son Vida,4004,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,96,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Fendi | Dolce & Gabbana,Global_Jetset,raquel.pizarro@gmail.com,4004,0
CL-219738,María Pilar Solano Anglada,58,F,Palma,Son Vida,27150,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,70,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Dolce & Gabbana | Versace,Global_Jetset,maría pilar.solano@gmail.com,27150,0
CL-718923,Paloma Macías Cardona,46,F,Marbella,Puerto Banús,18993,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,61,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Versace | Hublot,Global_Jetset,paloma.macías@gmail.com,18993,0
CL-549989,Simón Cánovas Ruano,47,M,Getafe,El Bercial,6828,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),E-Commerce,0.15,38,Alta (Cazador de Ofertas),Paladio (PHW),Grained Calf,Small/Medium,Longchamp | Louis Vuitton (Speedy),Middle_Class,simón.cánovas@gmail.com,1224,0
CL-178879,Evelia Espada Luz,74,F,Alcobendas,La Moraleja,4713,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),E-Commerce,0.15,32,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Chanel | Hermès,Elite,evelia.espada@gmail.com,184,0
CL-701698,Itziar Tejero Palma,59,F,Palma,Son Vida,7154,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,67,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Versace,Global_Jetset,itziar.tejero@gmail.com,7154,0
CL-181867,Candelas Pont Báez,45,F,Palma,Son Vida,5916,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,42,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Versace | Fendi,Global_Jetset,candelas.pont@gmail.com,907,0
CL-715949,Ariel Cerezo Osuna,63,F,Barcelona,Sarrià,4557,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,32,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Bourgeoisie,ariel.cerezo@gmail.com,128,0
CL-711035,Sarita Varela Busquets,32,F,Oleiros,Icaria (Inditex),7236,Gold (Recurrente),Medio,Tendencia y Estatus,E-Commerce,0.25,15,Media (Busca Valor),Paladio (PHW),Piel Brillante,Large/Tote,Miu Miu | Balenciaga,Fashion_Exec,sarita.varela@gmail.com,7236,0
CL-732641,Adelaida Recio Osorio,58,F,Madrid,Salamanca,5210,Gold (Recurrente),Medio,Inversión / Coleccionismo,Boutique Privada,0.05,32,Baja (Precio Completo),Oro Rosa,Exótico (Cocodrilo/Avestruz),Mini/Small,Loewe | Hermès,Aristocracy,adelaida.recio@gmail.com,283,0
CL-455011,Susanita Mendez Pagès,67,F,Alcobendas,La Moraleja,3946,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),E-Commerce,0.15,11,Baja (Precio Completo),Oro,Canvas,Small/Medium,Cartier | Hermès,Elite,susanita.mendez@gmail.com,479,0
CL-354367,Adoración Arranz Francisco,53,F,Palma,Son Vida,8384,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,46,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Hublot | Versace,Global_Jetset,adoración.arranz@gmail.com,8384,0
CL-765783,Micaela Vilaplana Gaya,52,F,Valencia,Pla del Remei,7656,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,26,Baja (Precio Completo),Oro,Canvas,Small/Medium,Louis Vuitton,Urban_Sophisticated,micaela.vilaplana@gmail.com,610,0
CL-339035,Quirino Gimeno Dueñas,53,M,Alcobendas,La Moraleja,7015,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),E-Commerce,0.15,46,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Hermès | Chanel,Elite,quirino.gimeno@gmail.com,748,0
CL-819483,Carla Zabala Ferrán,57,F,Marbella,Puerto Banús,4497,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,48,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Hublot,Global_Jetset,carla.zabala@gmail.com,2161,0
CL-249194,Carina Barba Casas,60,F,Palma,Son Vida,8963,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,65,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Hublot | Fendi,Global_Jetset,carina.barba@gmail.com,2724,0
CL-802077,Aurora Cañellas García,57,F,Palma,Son Vida,7496,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,50,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Dolce & Gabbana,Global_Jetset,aurora.cañellas@gmail.com,7496,0
CL-716538,Luz Peralta Diez,48,F,Altea,Altea Hills,17241,VIP Platinum (Alto Valor),Alto,Acceso al Lujo (Entry),E-Commerce,0.15,41,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Expat_Wealth,luz.peralta@gmail.com,1517,0
CL-777733,Pastora Bayona Guillén,74,F,Madrid,Salamanca,3522,Gold (Recurrente),Medio,Inversión / Coleccionismo,Personal Shopper,0.05,26,Baja (Precio Completo),Oro (GHW),Box Leather,Mini/Small,Loewe | Hermès,Aristocracy,pastora.bayona@gmail.com,219,0
CL-709404,Teodora Cortés Ros,31,F,Madrid,Chamberí,23437,Gold (Recurrente),Medio,Recompensa / Éxito,Instagram Shop,0.15,26,Media (Busca Valor),Paladio (PHW),Grained Calf,Small/Medium,Gucci | Jacquemus,Young_High_Pro,teodora.cortés@gmail.com,2541,0
CL-839414,Paco Carvajal Matas,48,M,Valencia,Pla del Remei,6529,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,27,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Urban_Sophisticated,paco.carvajal@gmail.com,1024,0
CL-867990,Albina Múgica Amador,32,F,Oleiros,Icaria (Inditex),7095,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,E-Commerce,0.25,59,Media (Busca Valor),So Black,Piel Brillante,Large/Tote,Prada | Balenciaga,Fashion_Exec,albina.múgica@gmail.com,566,0
CL-695371,Trini Montalbán Aguilera,37,F,Palma,Son Vida,7011,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,90,Baja (Precio Completo),Oro,Metálico,Mini,Versace | Dolce & Gabbana,Global_Jetset,trini.montalbán@gmail.com,7011,0
CL-519139,Maite Carrera Sevillano,58,F,Ourense,Centro,120097,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,50,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Old_Money_Conservative,maite.carrera@gmail.com,107918,0
CL-333098,Marcela Tolosa Solsona,42,F,Palma,Son Vida,36375,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,49,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Dolce & Gabbana | Hublot,Global_Jetset,marcela.tolosa@gmail.com,36375,0
CL-107122,Felix Barco Coca,58,M,Palma,Son Vida,6069,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,46,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Hublot,Global_Jetset,felix.barco@gmail.com,6069,0
CL-243562,Casemiro Pinto Castejón,44,M,Marbella,Puerto Banús,7959,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,50,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Versace,Global_Jetset,casemiro.pinto@gmail.com,2353,0
CL-302591,Constanza Céspedes Torrens,37,F,Marbella,Puerto Banús,179002,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,94,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Versace | Fendi,Global_Jetset,constanza.céspedes@gmail.com,173678,0
CL-975360,Griselda Gonzalo Leal,32,F,Palma,Son Vida,8698,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,82,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Dolce & Gabbana,Global_Jetset,griselda.gonzalo@gmail.com,8698,0
CL-655263,Luciana Borrego Real,40,F,Marbella,Puerto Banús,5878,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,62,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Dolce & Gabbana | Hublot,Global_Jetset,luciana.borrego@gmail.com,5878,0
CL-125165,Azahara Ariño Pérez,32,F,Palma,Son Vida,193002,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,97,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,azahara.ariño@gmail.com,193002,0
CL-158039,Isa Vilalta Pavón,34,F,Oviedo,Uría,5255,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),Busca Chollos,0.15,10,Alta (Cazador de Ofertas),Oro,Grained Calf,Small/Medium,Louis Vuitton,Old_Money_Conservative,isa.vilalta@gmail.com,731,0
CL-561595,Macaria Saez Requena,44,F,Marbella,Puerto Banús,7538,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,36,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Versace | Dolce & Gabbana,Global_Jetset,macaria.saez@gmail.com,7538,0
CL-285855,Chita Palacio Recio,33,F,Marbella,Puerto Banús,7830,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,91,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Fendi,Global_Jetset,chita.palacio@gmail.com,526,0
CL-592370,Toño Marco Marí,51,M,Marbella,Puerto Banús,4422,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,55,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Versace | Hublot,Global_Jetset,toño.marco@gmail.com,4422,0
CL-952944,Juanito Recio Piña,34,M,Palma,Son Vida,38217,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,89,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Hublot | Versace,Global_Jetset,juanito.recio@gmail.com,38217,0
CL-910072,Amor Baños Goñi,69,F,Alcobendas,La Moraleja,5300,VIC (Top 1%),Muy Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,28,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Cartier | Hermès,Elite,amor.baños@gmail.com,2504,0
CL-662906,Domingo Pozuelo Gracia,34,M,Palma,Son Vida,5553,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,62,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Hublot | Dolce & Gabbana,Global_Jetset,domingo.pozuelo@gmail.com,5553,0
CL-896833,Casandra Alberto Vazquez,33,F,Marbella,Puerto Banús,4284,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,61,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Dolce & Gabbana | Fendi,Global_Jetset,casandra.alberto@gmail.com,1948,0
CL-575247,Dafne Hierro Marqués,60,F,Getxo,Neguri,3556,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,35,Baja (Precio Completo),Oro (GHW),Togo,Medium (30/32),Hermès | Prada,Industrial_Wealth,dafne.hierro@gmail.com,1472,0
CL-514356,Odalys Flor Agustín,33,F,Marbella,Puerto Banús,5580,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,68,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Hublot | Versace,Global_Jetset,odalys.flor@gmail.com,5580,0
CL-141629,Bernarda Duarte Diéguez,44,F,Palma,Son Vida,5900,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,69,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Fendi,Global_Jetset,bernarda.duarte@gmail.com,817,0
CL-116106,Herminia Rey Llorens,50,F,Barcelona,Sarrià,5331,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,21,Baja (Precio Completo),Paladio (PHW),Canvas,Small/Medium,Louis Vuitton,Bourgeoisie,herminia.rey@gmail.com,491,0
CL-381383,Constanza Pujadas Ariza,55,F,Marbella,Puerto Banús,7393,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,65,Baja (Precio Completo),Oro,Metálico,Mini,Fendi | Versace,Global_Jetset,constanza.pujadas@gmail.com,961,0
CL-988193,Candela Arias Muro,49,F,Marbella,Puerto Banús,3841,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,62,Baja (Precio Completo),Diamantes/Incrustaciones,Metálico,Mini,Versace | Fendi,Global_Jetset,candela.arias@gmail.com,3841,0
CL-232887,Cesar Porras Cueto,55,M,Ourense,Centro,7093,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,40,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Louis Vuitton,Old_Money_Conservative,cesar.porras@gmail.com,1450,0
CL-444194,Rufina Zabala Diéguez,59,F,Palma,Son Vida,100261,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,37,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Hublot | Dolce & Gabbana,Global_Jetset,rufina.zabala@gmail.com,100261,0
CL-182373,Joaquina Pera Calzada,48,F,Murcia,Catedral,4635,Estándar (Ocasional),Bajo,Acceso al Lujo (Entry),Busca Chollos,0.15,47,Alta (Cazador de Ofertas),Oro,Grained Calf,Small/Medium,Louis Vuitton,Agro_Wealth,joaquina.pera@gmail.com,5,0
CL-835781,Azahar Giménez Machado,37,F,Marbella,Puerto Banús,3806,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,82,Baja (Precio Completo),Oro,Metálico,Mini,Hublot | Dolce & Gabbana,Global_Jetset,azahar.giménez@gmail.com,3806,0
CL-801625,Adoración Robledo Boix,62,F,Getxo,Neguri,162117,Gold (Recurrente),Medio,Calidad y Atemporalidad,Teléfono Privado,0.05,40,Baja (Precio Completo),Oro (GHW),Clemence,Medium (30/32),Prada | Rolex,Industrial_Wealth,adoración.robledo@gmail.com,124966,0
CL-957081,Ainara Lorenzo Diez,41,F,Barcelona,Sarrià,16349,Gold (Recurrente),Medio,Calidad y Atemporalidad,Boutique Física,0.05,23,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Bourgeoisie,ainara.lorenzo@gmail.com,105,0
CL-895014,Jovita Valls Galván,65,F,Getxo,Neguri,4383,Gold (Recurrente),Medio,Calidad y Atemporalidad,Teléfono Privado,0.05,10,Baja (Precio Completo),Permabrass,Clemence,Medium (30/32),Rolex | Hermès,Industrial_Wealth,jovita.valls@gmail.com,2012,0
CL-489811,Mireia Antón Alsina,57,F,Marbella,Puerto Banús,5487,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,58,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Hublot | Versace,Global_Jetset,mireia.antón@gmail.com,5487,0
CL-373273,Purificación Cuadrado Galan,32,F,Ourense,Centro,6042,Gold (Recurrente),Medio,Acceso al Lujo (Entry),Busca Chollos,0.15,21,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Louis Vuitton,Old_Money_Conservative,purificación.cuadrado@gmail.com,1206,0
CL-211654,Manolo Llorente Cano,28,M,Oleiros,Icaria (Inditex),3803,VIP Platinum (Alto Valor),Alto,Tendencia y Estatus,WhatsApp Business,0.25,53,Media (Busca Valor),So Black,Epsom,Large/Tote,Prada | Saint Laurent,Fashion_Exec,manolo.llorente@gmail.com,1084,0
CL-807216,Gerónimo Cornejo Blazquez,31,M,Marbella,Puerto Banús,3961,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,63,Baja (Precio Completo),Oro,Metálico,Mini,Dolce & Gabbana | Versace,Global_Jetset,gerónimo.cornejo@gmail.com,3961,0
CL-109877,Fernanda Cuéllar Asenjo,34,F,Marbella,Puerto Banús,7212,VIC (Top 1%),Muy Alto,Exclusividad / Visibilidad,Personal Shopper,0.05,64,Baja (Precio Completo),Diamantes/Incrustaciones,Exótico Brillante,Mini,Dolce & Gabbana | Fendi,Global_Jetset,fernanda.cuéllar@gmail.com,712,0
CL-608233,Fernanda Otero Alemán,57,F,Murcia,Catedral,27147,Gold (Recurrente),Medio,Acceso al Lujo (Entry),E-Commerce,0.15,16,Baja (Precio Completo),Paladio (PHW),Grained Calf,Small/Medium,Louis Vuitton,Agro_Wealth,fernanda.otero@gmail.com,1996,0
CL-667766,Mar Manjón Ramírez,32,F,Marbella,Puerto Banús,3586,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,87,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Fendi | Dolce & Gabbana,Global_Jetset,mar.manjón@gmail.com,370,0
CL-234236,Malena Rico Sans,46,F,Palma,Son Vida,32330,VIP Platinum (Alto Valor),Alto,Exclusividad / Visibilidad,WhatsApp VIP,0.05,55,Baja (Precio Completo),Oro,Exótico Brillante,Mini,Fendi | Hublot,Global_Jetset,malena.rico@gmail.com,19478,0
CL-870457,Encarnita Ochoa Peinado,50,F,Alcobendas,La Moraleja,7980,VIP Platinum (Alto Valor),Alto,Acceso al Lujo (Entry),Busca Chollos,0.15,46,Baja (Precio Completo),Oro,Grained Calf,Small/Medium,Hermès | Chanel,Elite,encarnita.ochoa@gmail.com,1212,0
CL-418493,Flavia Tejera Mur,37,F,Oleiros,Icaria (Inditex),20450,Gold (Recurrente),Medio,Tendencia y Estatus,WhatsApp Business,0.25,32,Media (Busca Valor),Paladio (PHW),Piel Brillante,Large/Tote,Saint Laurent | Miu Miu,Fashion_Exec,flavia.tejera@gmail.com,20450,0
